Judul,Tahun,Abstract
"SISTEM EVALUASI DAN PERANGKINGAN KINERJA DOSEN DENGAN METODE AHP (Analytic Hierarchy Process) DAN TOPSIS (Technique for Order Preference by Similarityto Ideal Solution) (Studi Kasus Program Studi Ilmu Keperawatan)
                    ﻿",2015,"Sistem Evaluasi dan Perangkingan Kinerja Dosen Dengan Metode AHP
(Analytic Hierarchy Process) dan TOPSIS (Technique for Order Preference by
Similarity to Ideal Solution) (Studi Kasus Program Studi Ilmu Keperawatan);
Bita Diflia; 102410101074; 2015; 202 halaman; Program Studi Sistem Informasi
Universitas Jember.
Pentingnya pengukuran kinerja tidak hanya diperlukan dan dilakukan dalam
dunia bisnis tetapi juga dalam dunia pendidikan. Peningkatan kualitas pendidikan
secara berkelanjutan dilakukan dengan memasukkan penilaian, akreditasi dan
evaluasi diri institusi yang dilakukan terhadap perguruan tinggi baik negeri maupun
swasta. Penelitan ini bertujuan untuk merancang dan membuat sistem berbasis web
untuk evaluasi kinerja dan perangkingan dosen menggunakan metode AHP dan
TOPSIS, dengan studi kasus di Program Studi Ilmu Keperawatan Universitas Jember.
Evaluasi kinerja dosen dengan metode AHP dan TOPSIS di Program Studi
Ilmu Keperawatan Universitas Jember ini dilakukan oleh mahasiswa dan dosen
(dosen yang mempunyai jabatan kepada dosen yang tidak mempunyai jabatan).
Evaluasi oleh mahasiswa dilakukan dengan memberikan bobot untuk setiap aspek
penilaian yang diambil dari buku Pedoman Sertifikasi Pendidik Untuk Dosen
(Serdos) Terintegrasi tahun 2014. Sedangan evaluasi dari dosen dilakukan dengan
menggunakan penilaian SKP (Sasaran Kerja Pegawai). Perangkingan dosen
dilakukan dengan menggunakan metode AHP dan TOPSIS. Metode AHP digunakan
untuk penentuan bobot prioritas aspek penilaian. Sedangkan metode TOPSIS
digunakan untuk perangkingan berdasarkan hasil evaluasi oleh mahasiswa.
Penilaian dilakukan terhadap enam belas dosen Program Studi Ilmu
Keperawatan Universitas Jember oleh 38 mahasiswa yang diambil secara acak. Hasil
penilaian tersebut diproses dengan menggunakan metode AHP dan TOPSIS, dan
didapatkan bahwa D9 adalah dosen terbaik dengan nilai 0.8544, dilanjutkan dengan
ix
D3 dengan nilai 0.821, D10 dengan nilai 0.7982, D16 dengan nilai 0.6947, dan D12
dengan nilai 0.6763. Sedangkan dengan menggunakan perhitungan manual
didapatkan bahwa D9 merupakan dosen terbaik dengan nilai rata-rata 6.255,
dilanjutkan dengan D3 dengan nilai 6.239, D10 dengan nilai 6.095, D12 dengan nilai
5.928, dan D16 dengan nilai 5.910. Penilaian dosen oleh mahasiswa dapat
mendukung penilaian SKP (Sasaran Kerja Pegawai). Penelitian ini menunjukkan
bahwa metode AHP dan TOPSIS dapat menunjang sistem evaluasi dan perankingan
kinerja dosen."
"Pengembangan Sistem Informasi Administrasi Pergerakan SAR dan Pengujian Usabilitas Dengan Pendekatan Technology Acceptance
                    ﻿",2015,"Pengembangan Sistem Informasi Administrasi Pergerakan SAR dan Pengujian Usabilitas Menggunakan Metode Technology Acceptance Model (TAM), Hani Almira, 102410101085 ; 2015: halaman ; Program Studi Sistem Informasi Universitas Jember.
Search and Rescue (SAR) merupakan usaha pencarian, pertolongan dan penyelamatan dalam keadaaan darurat terhadap jiwa manusia atau barang yang hilang atau dikhawatirkan hilang. Operasi SAR meliputi banyak kegiatan, yakni salah satunya kegiatan pencarian orang tersesat atau hilang di gunung, hutan, sungai, maupun laut.Sebelum dan selama pelaksanaan pencarian ini tidak lepas dari yang namanya berbagai macam bentuk administrasi dan pelaporan. Setiap perkembangan dan pelaporan kegiatan SAR ini, baik di lapangan maupun di basecamp wajib dicatat oleh SMC dan semuanya masih berupa manual. Hal ini sangat merepotkan karena pencatatan yang tidak beraturan dan sistematis membuat tim SMC kebingungan ketika mencari data yang telah tercatat dan biasanya ditata dengan urutan yang tidak menentu.
Tujuan dilakukan penelitian ini adalah merancang dan membangun sistem yang diharapkan mampu membantu SMC mengarsipkan data-data selama operasi SAR berlangsung, melakukan plotting SDM yang hadir, menata tim SAR dalam pencatatan data-data hasil evaluasi, wawancara dan administrasi yang dilakukan selama operasi SAR berlangsung.
Sistem Informasi Administrasi Pergerakan SAR ini diuji usabilitas dengan metode Technology Acceptance Model (TAM) dimana pengujian ini dilakukan untuk melihat seberapa besar penerimaan pengguna terhadap sistem yang telah dibangun."
"SISTEM PENDUKUNG KEPUTUSANSTATUS GIZI BALITA MENGGUNAKAN K-NEAREST NEIGHBOR
                    ﻿",2015,"Sistem Penunjang Keputusan Status Gizi Balita, Yusa Dwi Iriani, 102410101121; 2015: 139 halaman; Program Studi Sistem Informasi Universitas Jember.
Gizi merupakan hal yang penting untuk keseimbangan tubuh manusia. Agar dapat menjaga kelangsungan hidup, manusia membutuhkan asupan gizi yang tepat. Kadar gizi yang dibutuhkan tiap orang berbeda beda sehingga perlu mengetahui status gizi pada dirinya sendiri.Penentuan status gizi seseorang umumnya dilakukan oleh ahli gizi atau praktisi kesehatan yang dapat mengukur dan mengklasifikasikan ukuran tersebut tergolong status gizi tertentu. Mayoritas masyarakat masih kurang peduli dengan penentuan status gizi pada balita. Bahkan untuk datang ke posyandu atau ahli gizi setempat, orang tua hanya menilai gizi anaknya secara kasat mata apakah balita gemuk tergolong bayi sehat atau normal. Karena masih kurangnya pengetahuan masyarakat, maka penilaian status gizi masih dengan cara manual. Seorang ibu terkadang hanya mengukur berat badan bayinya bertambah atau berkurang tiap bulannya. Sehingga dibutuhkan perhitungan yang valid agar status gizi bayi dapat diketahui secara akurat.
Salah satu alternatif teknologi yang dapat membantu pengukuran tersebut adalah dengan sistem penunjang keputusan status gizi menggunakan metode klasifikasi K-Nearest Neighbor. Maka, tingkat kesalahan dalam pengukuran dapat dikurangi menggunakan sistem berbasis web. Sistem ini telah diimplementasikan dan diuji menggunakan fulltrain fulltest. Fulltrain fulltest merupakan data training yang disembunyikan kelasnya untuk diuji dari data setsecara keseluruhan. Hasil yang didapatkan dengan menggunakan K=3 memiliki tingkat akurasi sebesar 78.43% pada data anak laki-laki dan 87.76% pada data anak perempuan."
"RANCANG BANGUN SISTEM INFORMASI PERAMALAN TREN HARGA SAHAM BURSA EFEK INDONESIA MENGGUNAKAN METODE EXPONENTIAL MOVING AVERAGE (EMA)
                    ﻿",2015,"Saham merupakan salah satu pilihan para investor dalam berinvestasi. Dalam
mencari keuntungan, investor membutuhkan sebuah media untuk selalu mengikuti
perkembangan harga saham. Salah satu media pendukung kebutuhan tersebut adalah
internet. Investor dapat mengamati perkembangan harga saham di internet dalam
bentuk sistem informasi. Sistem informasi yang hanya menampilkan perkembangan
harga saham tidaklah cukup karena dengan hanya menampilkan harga saham tidak
dapat memberikan acuan dalam transaksi jual beli untuk mendapatkan keuntungan
sebanyak-banyaknya. Diperlukan analisis teknikal untuk meramalkan tren harga saham
apakah naik atau turun. Dalam penelitian ini dibangun sistem informasi yang dapat
meramalkan tren harga saham menggunakan Metode Exponential Moving Average.
Diharapkan dengan penggunaan Metode Exponential Moving Average dapat
membantu investor dalam meramalkan tren harga saham terkini sehingga investor terhindar dari kerugian dan mendapatkan keuntungan."
"PENERAPAN METODE AHP DALAM SISTEM INFORMASI PEMETAAN SEBARAN STRATA DESA SIAGA AKTIF DINAS KESEHATAN KABUPATEN JEMBER
                    ﻿",2015,"Penerapan Metode AHP Dalam Sistem Informasi Pemetaan Sebaran Trata Desa
Siaga Aktif Dinas Kesehatan Kabupaten Jember; Rizka Rohmatul Fitriah,
112410101001; 2015: halaman; Program Studi Sistem Informasi Universitas Jember
Sistem pemetaan strata desa siaga aktif Dinas Kesehatan Kab. Jember yang
dibangun dalam penelitian ini merupakan sistem yang mampu melakukan pentahapan
strata desa siaga aktif serta menampilkan sebuah peta persebaran strata desa siaga
berdasarkan analisis data kriteria strata desa siaga yang dilakukan dengan
mengimplementasikan metode AHP. Adapun kriteria pentahapan desa siaga antara
lain forum masyarakat desa/kelurahan, KPM/kader kesehatan, kemudahan akses
pelayanan kesehatan, posyandu dan UKBM lainnya, dukungan dana untuk kegiatan
kesehatan di desa dan kelurahan, peran masyarakat dan organisasi kemasyarakatan,
peraturan kepala desa, dan pembinaan PHBS rumah tangga. Kriteria-kriteria tersebut
yang dianalisis menggunakan metode AHP, sehingga dalam sistem ini terdapat menu
proses AHP. Selain itu, sistem ini menyediakan fitur laporan yang disajikan setiap
kali melakukan proses pentahapan strata desa siaga untuk dapat dijadikan sebagai
bukti dan laporan bagi Dinas Kesehatan Kab. Jember. Sesuai dengan tujuan
dibangunnya sistem pemetaan strata desa siaga ini menampilkan peta strata desa siaga
dengan memanfaatkan fasilitas Google Maps API selain menampilkan peta dengan
warna-warna yang sesuai dengan strata desa. Info windows yang dapat diakses
dengan meng-klik pada peta disajikan dengan maksud agar pengguna lebih mudah
dan mendapatkan informasi lebih dari peta yang ditampilkan selain hanya
memperoleh informasi berupa persebaran desa siaga di Kabupaten Jember."
"SISTEM PENDUKUNG KEPUTUSAN PENERIMAAN ASISTEN PRAKTIKUM MENGGUNAKAN METODE FUZZY ELECTRE (STUDI KASUS PROGRAM STUDI SISTEM INFORMASI UNIVERSITAS JEMBER)
                    ﻿",2015,"Sistem Pendukung Keputusan Penerimaan Asisten Praktikum Menggunakan
Metode Fuzzy Electre ( Studi Kasus Program Studi Sistem Informasi
Universitas Jember ); Lusi Setiyawati, 112410101002; 2015: 189 halaman;
Program Studi Sistem Informasi Universitas Jember.
Asisten praktikum merupakan seorang mahasiswa yang membantu mahasiswa lain
dalam proses pembelajaran. Penerimaan asisten praktikum merupakan salah satu
kegiatan rutin yang dilakukan setiap semester. Masalah yang sering terjadi dalam
proses penilaian potensi calon asisten yakni masih bersifat subyektif, sebagai contoh
di Program Studi Sistem Informasi Universitas Jember mengalami kesulitan dalam
mengambil keputusan jika beberapa calon asisten yang ada memiliki kemampuan
yang tidak jauh berbeda.
Ditinjau dari permasalahan tersebut, dibentuklah sebuah Sistem Pendukung
Keputusan Penerimaan Asisten Praktikum Menggunakan Metode Fuzzy Electre.
Penerimaan asisten praktikum di Program Studi Sistem Informasi Universitas Jember
untuk matakuliah pemrograman berorientasi objek 2 mempunyai beberapa kriteria
diantaranya IPK, rencana program kerja, motivasi, portofolio, nilai matakuliah,
wawancara. Berdasarkan dari data calon asisten praktikum yang telah dihitung
menggunakan metode fuzzy electre didapatkan calon asisten praktikum yang
menempati rangking teratas adalah SI-002 (dengan nilai = 2.7802000429) kemudian
diikuti dengan SI-004 (dengan nilai = 1.7085318919) dan SI-001 (dengan nilai =
1.6324170948). SI-003 (dengan nilai = -0.7797727831) dan SI-005 (dengan nilai = -
1.3747348119) merupakan calon asisten praktikum yang tidak disarankan, karena
dari hasil penilaian didapatkan nilai negatif yang berarti tidak memenuhi kriteria yang
telah ditentukan. Dengan adanya sistem informasi penerimaan asisten praktikum ini
diharapkan dapat memberikan alternatif asisten praktikum terbaik bagi dosen,
sehingga proses pembelajaran dapat berjalan secara maksimal."
"SISTEM PENDUKUNG KEPUTUSAN PEMBERIAN PINJAMAN PADA KOPERASI SIMPAN PINJAM SYARIAH BMT UGT SIDOGIRI MENGGUNAKAN METODE WEIGHTED PRODUCT
                    ﻿",2015,"Capital for developing a business is not major problems anymore.
Currently the capital could be obtained from any loan provider. Credit unions
Sharia BMT UGT Sidogiri is a cooperative that provides a six-credit services i.e.
gadai emas syariah (GES), modal usaha barokah (MUB), multiguna tanpa agunan
(MTA), kendaraan bermotor barokah (KBB), pembelian barang elektronik (PBE),
and pembiayaan kafalah haji (PKH). Credit unions Sharia BMT UGT Sidogiri
found difficult is in determining prospective creditors who are eligible to receive
credit due to manual process. In this research, we developed a loan decision
support system on Credit Unions Sharia BMT UGT Sidogiri using weighted
product method. This system is implemented in a web form so that it can be
accessed easily, whenever and wherever, and thus more effective. The system is
built using a programming language Page Hypertext Pre-Processor (PHP) and
framework Code Ignither (CI). In general the results of measurement of the level
of difficulty and complexity of the work, this system belongs to the system simple
and easy to use. Thus the user quickly overwhelm the system and no difficulties in
operating them."
"APLIKASI UNTUK MENGIDENTIFIKASI KEMATANGAN BUAH PISANG MENGGUNAKAN IMAGE PROCESSING DENGAN METODE JARINGAN SYARAF TIRUAN LEARNING VECTOR QUANTIZATION BERBASIS ANDROID
                    ﻿",2015,"Aplikasi Untuk Mengidentifikasi Kematangan Buah Pisang Menggunakan
Image Processing Dengan Metode Jaringan Syaraf Tiruan Learning Vector
Quantization Berbasis Android; Yani Nur Muslimin, 112410101017; 2015; 184
halaman; Program Studi Sistem Informasi Universitas Jember.
Pada pengolahan hasil pertanian buah pisang, proses pemilihan buah pisang
salah satunya dapat dilakukan berdasarkan tingkat kematangan buah. Proses tersebut
dilakukan dengan melihat perubahan kekerasan, bentuk ujung dan warna kulit pada
buah pisang. Petani atau penyeleksi buah pisang umumnya mengidentifikasi tingkat
kematangan buah pisang dilihat dari perubahan warna kulit pisang, karena hal
tersebut yang paling mudah untuk dilakukan. Walaupun mudah dilakukan, pada
kenyataannya hal tersebut menimbulkan permasalahan yang terkadang membuat
proses pemilihan buah pisang kurang optimal yang secara tidak langsung akan
berdampak pada kepuasan konsumen, apalagi hal tersebut dilakukan secara manual.
Hal tersebut bisa terjadi karena perbedaan persepsi dari petani atau penyeleksi buah
pisang terhadap fActor komposisi warna pada buah pisang tersebut. Perbedaan itu
terjadi karena persepsi dari setiap manusia dalam mengamati komposisi warna atau
citra suatu objek berbeda – beda walaupun objek yang dilihat sama persis, hal ini bisa
terjadi oleh banyak fActor.
Salah satu alternatif teknologi yang dapat digunakan untuk mengurangi atau
mengatasi masalah yang ada adalah dengan memanfaatkan pengolahan citra digital
dan metode klasifikasi yaitu Learning Vector Quantization (LVQ). Teknik
pengolahan citra digital yang digunakan adalah pengolahan warna. Teknik tersebut
digunakan untuk mengekstraksi atau mengambil nilai histogram warna (RGB) citra
digital buah pisang yang di capture menggunakan kamera smartphone. Hasil
pengolahan warna akan menjadi dataset untuk selanjutnya diolah menggunakan
metode klasifikasi Learning Vector Quantization agar dapat mengidentifikasi
kematangan buah pisang. Pengolahan citra digital dan metode klasifikasi Learning
ix
Vector Quantization (LVQ) diimplementasikan ke dalam bentuk aplikasi berplatform
android, hal ini dimaksudkan agar aplikasi dapat digunakan secara praktis dan cepat.
Aplikasi ini telah diimplementasikan pada smartphone Sony Xperia E dengan
nilai learning rate = 0,5 dan eps = 0,001 serta max epoch = 5 kali dan 10 kali pada
dataset berjumlah 9 data dan 12 data hasil pengolahan citra digital berupa nilai
histogram warna (RGB) citra digital buah pisang yang di capture pada jarak = 14 cm,
dan kemudian data - data tersebut diolah menggunakan metode Learning Vector
Quantization (LVQ) dengan menghasilkan tingkat akurasi identifikasi yang sama
yaitu 90% dengan rincian hasil identifikasi 9 kali benar dan 1 kali salah dari 10 kali
percobaan menggunakan data testing hasil pengolahan citra digital berupa nilai
histogram warna (RGB) pada citra digital buah pisang yang di capture pada jarak =
14 cm."
"SISTEM PENDUKUNG KEPUTUSAN SELEKSI PENERIMAAN PROGRAM KREATIFITAS MAHASISWA (PKM) UNIVERSITAS JEMBER MENGGUNAKAN METODE FUZZY ANALYTICAL HIERARCHY PROCESS (FAHP)
                    ﻿",2015,"Program Kreatifitas Mahasiswa (PKM) merupakan salah satu upaya yang
dilakukan oleh Direktorat Penelitian dan Pengabdian kepada Masyarakat
(Ditlitabmas) Ditjen Dikti yang sekarang menjadi Kementerian Riset, Teknologi,
dan Pendidikan Tinggi (Kemenristekdikti) untuk meningkatkan mutu peserta
didik (mahasiswa) di perguruan tinggi agar kelak dapat menjadi anggota
masyarakat yang memiliki kemampuan akademis dan/atau profesional yang
dapat menerapkan, mengembangkan dan meyebarluaskan ilmu pengetahuan,
teknologi dan/atau kesenian serta memperkaya budaya nasional."
"GROUP DECISION SUPPORT SYSTEM (GDSS) PENENTUAN LOKASI PENEMPATAN ANJUNGAN TUNAI MANDIRI MENGGUNAKAN METODE ENTROPY, VIKOR DAN BORDA
                    ﻿",2015,"Group Decision Support System (GDSS) Penentuan Lokasi Penempatan
Anjungan Tunai Mandiri Menggunakan Metode Entropy, VIKOR dan Borda;
Nur Lailiana; 112410101025; 463 halaman; Program Studi Sistem Informasi
Universitas Jember.
Anjungan Tunai Mandiri (ATM) merupakan alat kasir otomatis yang
menggantikan sebagian besar fungsi dari seorang teller tanpa dibatasi oleh waktu
operasional bank. Banyaknya ATM di Kabupaten Jember membuat nasabah dapat
melakukan transaksi pembayaran di berbagai lokasi. Akan tetapi tidak semua ATM
dikunjungi oleh nasabah setiap harinya dikarenakan lokasi ATM tersebut jauh dari
tempat tinggal dan tempat kerja nasabah atau nasabah merasa kurang nyaman dalam
bertransaksi melalui ATM tersebut. Hal tersebut akan menyebabkan kerugian bagi
pihak bank. Penentuan lokasi penempatan ATM menjadi sangatlah penting untuk
mencegah kerugian-kerugian tersebut. PT. BRI (Persero) Tbk Cabang Jember
merupakan salah satu bank yang mengalami kesulitan dalam menentukan lokasi
penempatan ATM.
Pada penelitian ini dibangun Group Decision Support System (GDSS)
Penentuan Lokasi Penempatan ATM menggunakan kriteria-kriteria yang
ditentukan oleh para pengambil keputusan. Metode yang digunakan dalam sistem
ini adalah metode Entropy, VIKOR dan Borda. Metode Entropy digunakan untuk
menentukan bobot kriteria, metode VIKOR digunakan untuk perankingan lokasi
oleh setiap pengambilan keputusan dan metode Borda digunakan untuk
menghasilkan perankingan lokasi berdasarkan keputusan kelompok. Sistem ini
memvisualisasikan hasil perankingan lokasi dan persebaran ATM BRI serta kriteria
lainnya menggunakan Sistem Informasi Geografis.
Penelitian ini dilaksanakan dalam tiga tahap yaitu tahap pengumpulan data,
tahap analisis dan tahap pengembangan sistem. Tahap pengumpulan data dilakukan
melalui studi literatur dan wawancara kepada narasumber. Tahap analisis dilakukan
dengan menentukan koordinat lokasi, digitasi dan analisis data ke dalam metode
ix
sistem. Tahap pengembangan sistem dilakukan dengan menggunakan model
waterfall yang dimulai dari analisis kebutuhan fungsional dan non-fungsional
sistem, pembuatan desain sistem, penulisan kode program dan pengujian sistem.
Sistem ini dibangun menggunakan bahasa pemrograman Page Hypertext Pre-
Processor (PHP) dan framework Code Ignither (CI). Berdasarkan hasil pengujian
terhadap sistem, GDSS dapat memberikan rekomendasi lokasi penempatan ATM
berdasarkan penilaian kelompok berupa perankingan kelurahan dari sebuah
kecamatan. Kelurahan yang mendapat ranking pertama merupakan kelurahan yang
sangat direkomendasikan untuk menjadi lokasi penempatan ATM, sedangkan
kelurahan yang mendapat ranking terakhir merupakan kelurahan yang kurang
direkomendasikan."
"RANCANG BANGUN SISTEM PREDIKSI HASIL PRODUKSI DENGAN MEMANFAATKAN METODE LEAST SQUARE REGRESSION LINE ( STUDI KASUS : TOKO KEEAVA SALAD & PUDING )
                    ﻿",2015,"Suatu usaha biasanya memiliki data penjualan, data penjualan dapat
dimanfaatkan untuk dijadikan informasi yang menguntungkan bagi pemilik
usaha. Salah satu cara untuk memanfaatkan data penjualan adalah digunakan
untuk prediksi hasil produksi periode yang akan datang. Prediksi hasil produksi
diharapkan dapat meningkatkan laba penjualan dan meminimalisir tertimbunnya
produk tidak terjual yang dapat menimbulkan kerugian.Prediksi yang akurat
dipengaruhi oleh pola data dan banyaknya data masa lalu. Oleh sebab itu,
dilakukanlah uji pola data menggunakan autokorelasi. Hasil autokorelasi pada
penelitian ini menunjukkan bahwa data masa lalu yang dimiliki berpola tren
sehingga cocok dengan metode prediksi Least Square Regression Line yang
dapat digunakan untuk pola data tren.Sistem ini diimplementasikan
menggunakan framework codeigniter dan berbasis website dengan fitur utama
prediksi hasil produksi yang dapat digunakan untuk memprediksi hasil produksi
produk setiap hari."
"RANCANG BANGUN APLIKASI PENDISTRIBUSIAN PENGISIAN ANJUNGAN TUNAI MANDIRI MENGGUNAKAN ALGORITMA CHEAPEST INSERTION HEURISTIC
                    ﻿",2015,"Rancang Bangun Aplikasi Pendistribusian Pengisian Anjungan Tunai
Mandiri menggunakan Algoritma Cheapest Insertion Heuristic; Kadek Budhi
Widyastiti; 112410101030; 150 halaman; Program Studi Sistem Informasi
Universitas Jember.
Anjungan Tunai Mandiri (ATM) adalah alat kasir otomatis yang
menggantikan sebagian besar fungsi dari seorang kasir (teller). Nasabah lebih
sering melakukan transaksi dengan menggunakan ATM dibandingkan dengan
menuju bank-bank yang ada. Pemakaian ATM yang sangat dibutuhkan oleh para
nasabah membuat pendistribusian untuk mengisi kas ATM sangatlah penting. ATM
tidak boleh kosong sehingga menyebabkan keterlambatan dalam proses transaksi.
Jumlah ATM yang terdapat pada bank BRI di Kabupaten Jember sangatlah
banyak, sehingga dalam pendistribusian pengisian kas ATM dilakukan setiap hari
ketika terdapat ATM dengan kas yang kosong. Pada penelitian ini dibangun
Aplikasi Pendistribusian Pengisian ATM untuk mengoptimalkan rute perjalanan
pendistribusian pengisian ATM yang akan ditempuh dan dapat tersistemnya
pencatatan yang sebelumnya masih secara manual.
Metode yang digunakan adalah algoritma Cheapest Insertion Heuristic yakni
metode yang melakukan pengulangan untuk mencari jarak terkecil dengan cara
menyisipkan nilai yang baru hingga akhirnya membentuk sebuah subtour atau rute
perjalanan yang optimal. Sistem ini memvisualisasikan hasil dari rute perjalanan
pendistribusian pengisian ATM BRI menggunakan bantuan Google Maps. Sistem
ini dibangun menggunakan bahasa pemrograman Page Hypertext Pre-Processor
(PHP) dan framework Code Ignither (CI). Berdasarkan pengujan yang dilakukan
terhadap aplikasi pendistribusian pengisian ATM maka rute perjalanan yang
ditempuh menjadi lebih optimal, lebih efisien, dan lebih memudahkan user untuk
menggunakan sistem ini."
"SISTEM INFORMASI DAN REKOMENDASI PEMILIHAN HOMESTAY BAGI WISATAWAN DI KAWASAN DESA WISATA MENGGUNAKAN METODE WEIGHTED PRODUCT (STUDI KASUS : DESA WISATA TANOKER KECAMATAN LEDOKOMBO KABUPATEN JEMBER)
                    ﻿",2015,"Sistem Informasi dan Rekomendasi Pemilihan Homestay Bagi Wisatawan Di
Kawasan Desa Wisata Menggunakan Metode Weighted Product (WP) (Studi
Kasus: Desa Wisata Tanoker Kecamatan Ledokombo Kabupaten Jember);
Refanda Zulkarnain, 112410101035; 2015: 128 halaman; Program Studi Sistem
Informasi Universitas Jember.
Berwisata adalah suatu aktivitas berpergian menuju berbagai daerah tertentu
atau yang biasa disebut traveling dengan membawa barang dan akomodasi yang
diperlukan. Wisatawan yang meningkat dengan cepat sayangnya tidak diikuti dengan
kemudahan para wisatawan dalam mencari tempat menginap yang sesuai. Sedangkan
orang yang ingin menawarkan tempat tinggalnya tidak menemukan media yang tepat
untuk menginformasikan tempat tinggalnya. Penelitian ini bermaksud untuk
memberikan fasilitas kemudahan informasi bagi kedua belah pihak melalui media
yang mudah diakses. Media tersebut adalah website yang dapat diakses dengan
mudah dimana saja dengan hanya menggunakan koneksi internet. Selain itu, untuk
memudahkan calon pengunjungdalam menentukanhomestay yang sesuai dengan
kriteria yang diinginkan, penulis membuatsistem pendukung keputusan dengan
metode seleksi pengambilan keputusan Weighted Product (WP) denganbahasa
pemrograman PHP dan MySQL sebagai database. Dengan sistem pendukung
keputusan diharapkan dapat membantu para pengunjung dalam memilih homestay
yang sesuai dengan kriteria yang diinginkan. Teknik penyimpanan dilakukan
menggunakan media penyimpanan secara terpusat yaitu server sehingga perputaran
informasi secara dinamis dapat terjadi. Dari hasil penelitian yang dilakukan, aplikasi
dapat menjadi sebuah solusi sebagai media penghubung antara wisatawan dan orang
yang menawarkan ruangan tempat tinggalnya."
"RANCANG BANGUN SISTEM INFORMASI KLASIFIKASI STATUS GUNUNG BERAPI MENGGUNAKAN METODE NAIVE BAYES CLASSIFIER
                    ﻿",2015,"Classification Volcano Status usually is done by geologist and government that work
for disaster management specifically on volcano. A person who establish status of
volcano usually slow in spreading information about status of volcano, so it is not
appropriate with one of government program called disaster prevention since early
stage. One of alternative way can be done is reading concept and data pattern adopted
from data mining technique using classification method Naïve Bayes Classifier to
classify a status of volcano. This system is implemented by website and Code Igniter
framework with accuration level result when attribute consist of 9 criteria the result
is 83.1%, 8 criteria the result is 77.4%, 7 criteria the result is 75.8%, 6 criteria the
result is 74.7%, and 5 criteria the result is 72.4 %. Data accuration level is obtained
from testing method using Ten-Fold Cross Validation where training set divided into
10 groups, if group 1 become test set then group 2 until 10 become training set."
"SISTEM PENUNJANG KEPUTUSA PEMILIHAN TOGA (TANAMAN OBAT KELUARGA) DENGAN METODE TOPSIS
                    ﻿",2015,"“Sistem Penunjang Keputusan Pemilihan TOGA (Tanaman Obat Keluarga)
dengan Metode Topsis. Fahmi Muthohhari, 092410101021; 2015; Program Studi
Sistem Informasi Universitas Jember.
Tanaman Obat Keluarga atau yang disingkat TOGA sudah dikenal luas di
masyarakat kita. TOGA merupakan tanaman hasil budidaya masyarakat yang
berkhasiat sebagai obat dan sudah berkembang sejak ratusan tahun yang lalu.
Menurut KemenKes RI (Kementrian Kesehatan Republik Indonesia), terdapat 1.000
jenis tanaman dinyatakan dapat dimanfaatkan sebagai tanaman obat, dimana baru 350
spesies telah banyak digunakan masyarakat maupun industri sebagai bahan baku obat.
Pemanfaatan TOGA sebagai obat alternatif oleh masyarakat Indonesia
bukanlah hal yang baru. Sejak ratusan tahun lalu, pendahulu kita telah pandai meracik
obat-obatan tradisional, seperti jamu yang berasal dari beragam jenis tumbuhan, akarakaran,
dan bahan-bahan alamiah yang dapat menjaga kesehatan badan. Kemahiran
tersebut diwariskan secara turun temurun hingga sekarang. Namun dalam pemilihan
bahan baku TOGA terkadang masih kekurangan informasi. Informasi yang terbatas
membuat pengguna TOGA hanya terpaku pada salah satu jenis bahan. Pemilihan
bahan pengganti atau alternatif dari satu jenis tanaman dapat diketahui masih kurang.
Jika informasi tersebut dapat diterima dengan baik, pemilihan bahan baku TOGA bisa
beraneka ragam.
Metode Pengembangan sistem ini menggunakan metode waterfall. Tahapan
dalam metode waerfall yakni requirement definition, system and software desaign,
implementation and unit testing, integration and system testing, dan operation and
maintenance. Pengembangan sistem"
"SISTEM INFORMASI MANAJEMEN INVENTARISASI BARANG BERBASIS WEB PADA PROGRAM STUDI SISTEM INFORMASI UNIVERSITAS JEMBER
                    ﻿",2015,"Perkembangan teknologi informasi saat ini sangat pesat. Hal ini karena
teknologi informasi sudah menjadi bagian penting bagi manusia dalam kehidupan
sehari-hari. Pada zaman yang maju saat ini, semua serba terkomputerisasi. Mulai
pekerjaan perkantoran, perbankan, administrasi, perpusatakaan, pendidikan,
pemerintahan, dan banyak lagi sangat bergantung pada kecanggihan komputer dengan
aplikasi di dalamnya. Tidak ada alasan lain mengapa semua pekerjaan mulai dilakukan
dengan komputerisasi yaitu karena efektifitas dan efisiensinya. Dengan sistem yang
dijalankan pada komputer, pekerjaan dapat dikerjakan dengan cepat, tepat, dan teliti.
Dan semakin baik sistem dibuat, maka akan semakin mudah manusia menyelesaikan
semua pekerjaan dan permasalahannya."
